t,q0,q1,q2,q3,q4,q5,eig0,eig1,eig2,eig3,eig4,eig5,vcmd0,vcmd1,vcmd2,vcmd3,vcmd4,vcmd5,vreal0,vreal1,vreal2,vreal3,vreal4,vreal5
119.535,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.586,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.638,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.689,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.739,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.790,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.841,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.892,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.943,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
119.994,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.044,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.096,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.147,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.198,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.249,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.300,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.351,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.402,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.452,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.503,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.554,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.605,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.655,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.706,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.757,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.808,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.859,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.910,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
120.961,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.011,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.063,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.114,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.164,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.216,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.266,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.317,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.368,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.419,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.470,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.521,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.572,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.623,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.674,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.725,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.775,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.827,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.878,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.928,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
121.979,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.031,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.081,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.132,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.184,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.235,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.286,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.337,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.388,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
122.440,-0.16693,-1.43190,2.35078,-2.31615,-1.76890,-0.01636,0.08687,0.11814,0.22822,1.00714,2.09126,3.60048,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03208,0.00840,0.00264,-0.00072,0.00291,0.00204
122.491,-0.16694,-1.43181,2.35066,-2.31612,-1.76890,-0.01638,0.08689,0.11817,0.22823,1.00714,2.09130,3.60053,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03208,0.00840,0.00264,-0.00072,0.00291,0.00204
122.541,-0.16703,-1.43112,2.34968,-2.31592,-1.76890,-0.01652,0.08704,0.11838,0.22826,1.00714,2.09166,3.60098,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03207,0.00840,0.00262,-0.00072,0.00292,0.00204
122.593,-0.16719,-1.43001,2.34812,-2.31558,-1.76890,-0.01673,0.08728,0.11872,0.22830,1.00714,2.09223,3.60168,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03206,0.00839,0.00260,-0.00072,0.00293,0.00205
122.643,-0.16740,-1.42847,2.34595,-2.31512,-1.76891,-0.01703,0.08761,0.11920,0.22837,1.00715,2.09302,3.60266,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03204,0.00839,0.00256,-0.00072,0.00294,0.00206
122.694,-0.16762,-1.42686,2.34369,-2.31465,-1.76891,-0.01734,0.08795,0.11970,0.22844,1.00715,2.09385,3.60368,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03202,0.00838,0.00252,-0.00071,0.00295,0.00206
122.745,-0.16784,-1.42525,2.34144,-2.31417,-1.76892,-0.01765,0.08829,0.12020,0.22851,1.00716,2.09468,3.60470,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03200,0.00837,0.00248,-0.00071,0.00297,0.00207
122.796,-0.16805,-1.42364,2.33918,-2.31369,-1.76892,-0.01796,0.08863,0.12070,0.22858,1.00716,2.09551,3.60573,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03199,0.00837,0.00244,-0.00071,0.00298,0.00208
122.846,-0.16827,-1.42204,2.33693,-2.31322,-1.76893,-0.01827,0.08896,0.12120,0.22866,1.00717,2.09635,3.60676,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03197,0.00836,0.00240,-0.00070,0.00300,0.00209
122.897,-0.16848,-1.42043,2.33467,-2.31275,-1.76893,-0.01857,0.08930,0.12169,0.22873,1.00717,2.09719,3.60779,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03195,0.00835,0.00236,-0.00070,0.00301,0.00210
122.948,-0.16869,-1.41882,2.33242,-2.31228,-1.76893,-0.01888,0.08964,0.12219,0.22881,1.00718,2.09802,3.60883,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03193,0.00835,0.00232,-0.00070,0.00303,0.00211
122.999,-0.16890,-1.41721,2.33016,-2.31180,-1.76894,-0.01919,0.08997,0.12269,0.22889,1.00718,2.09887,3.60986,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
123.051,-0.16906,-1.41601,2.32848,-2.31145,-1.76894,-0.01941,0.09022,0.12307,0.22895,1.00718,2.09950,3.61063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
123.102,-0.16920,-1.41494,2.32697,-2.31113,-1.76894,-0.01961,0.09044,0.12340,0.22900,1.00719,2.10006,3.61133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
123.153,-0.16928,-1.41435,2.32615,-2.31096,-1.76894,-0.01973,0.09056,0.12358,0.22903,1.00719,2.10037,3.61171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
123.204,-0.16929,-1.41423,2.32598,-2.31092,-1.76894,-0.01975,0.09059,0.12362,0.22904,1.00719,2.10044,3.61179,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03188,0.00832,0.00221,-0.00069,0.00307,0.00213
123.255,-0.16931,-1.41407,2.32576,-2.31088,-1.76894,-0.01978,0.09062,0.12367,0.22905,1.00719,2.10052,3.61189,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03188,0.00832,0.00220,-0.00069,0.00307,0.00213
123.306,-0.16939,-1.41344,2.32487,-2.31069,-1.76894,-0.01990,0.09075,0.12387,0.22908,1.00719,2.10085,3.61230,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03187,0.00832,0.00219,-0.00069,0.00308,0.00213
123.357,-0.16950,-1.41258,2.32367,-2.31045,-1.76895,-0.02006,0.09093,0.12413,0.22913,1.00719,2.10130,3.61286,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03186,0.00832,0.00217,-0.00069,0.00308,0.00214
123.408,-0.16974,-1.41077,2.32113,-2.30992,-1.76895,-0.02040,0.09130,0.12470,0.22922,1.00720,2.10226,3.61403,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03184,0.00831,0.00212,-0.00068,0.00310,0.00215
123.459,-0.16994,-1.40916,2.31888,-2.30945,-1.76895,-0.02070,0.09163,0.12520,0.22931,1.00721,2.10312,3.61508,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03182,0.00830,0.00209,-0.00068,0.00312,0.00216
123.509,-0.17018,-1.40723,2.31618,-2.30889,-1.76895,-0.02106,0.09202,0.12580,0.22942,1.00721,2.10414,3.61634,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03180,0.00829,0.00204,-0.00068,0.00313,0.00216
123.560,-0.17043,-1.40530,2.31348,-2.30834,-1.76896,-0.02141,0.09241,0.12640,0.22953,1.00722,2.10517,3.61760,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03178,0.00828,0.00199,-0.00067,0.00315,0.00217
123.611,-0.17063,-1.40369,2.31123,-2.30787,-1.76896,-0.02171,0.09274,0.12690,0.22962,1.00722,2.10603,3.61865,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03176,0.00827,0.00195,-0.00067,0.00317,0.00218
123.661,-0.17082,-1.40208,2.30898,-2.30741,-1.76896,-0.02201,0.09306,0.12740,0.22972,1.00723,2.10690,3.61971,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03174,0.00826,0.00191,-0.00067,0.00318,0.00219
123.712,-0.17102,-1.40047,2.30673,-2.30695,-1.76896,-0.02230,0.09338,0.12790,0.22981,1.00723,2.10776,3.62077,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03172,0.00825,0.00188,-0.00066,0.00320,0.00220
123.763,-0.17122,-1.39886,2.30448,-2.30649,-1.76896,-0.02260,0.09370,0.12841,0.22991,1.00724,2.10863,3.62183,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03170,0.00825,0.00184,-0.00066,0.00321,0.00221
123.814,-0.17145,-1.39693,2.30178,-2.30594,-1.76896,-0.02295,0.09408,0.12901,0.23004,1.00724,2.10967,3.62310,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03168,0.00823,0.00179,-0.00066,0.00323,0.00222
123.864,-0.17165,-1.39532,2.29954,-2.30549,-1.76896,-0.02324,0.09440,0.12951,0.23014,1.00725,2.11055,3.62417,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03166,0.00823,0.00175,-0.00065,0.00325,0.00222
123.915,-0.17184,-1.39371,2.29729,-2.30503,-1.76896,-0.02353,0.09472,0.13001,0.23025,1.00725,2.11142,3.62524,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03164,0.00822,0.00171,-0.00065,0.00326,0.00223
123.966,-0.17199,-1.39242,2.29549,-2.30467,-1.76896,-0.02376,0.09497,0.13042,0.23033,1.00726,2.11212,3.62609,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03162,0.00821,0.00168,-0.00065,0.00327,0.00224
124.016,-0.17222,-1.39049,2.29280,-2.30412,-1.76896,-0.02411,0.09534,0.13102,0.23046,1.00726,2.11318,3.62738,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03160,0.00820,0.00164,-0.00064,0.00329,0.00225
124.067,-0.17237,-1.38920,2.29100,-2.30376,-1.76896,-0.02434,0.09559,0.13142,0.23055,1.00727,2.11388,3.62824,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03158,0.00819,0.00161,-0.00064,0.00330,0.00225
124.118,-0.17260,-1.38727,2.28831,-2.30321,-1.76896,-0.02468,0.09596,0.13202,0.23069,1.00727,2.11494,3.62953,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03156,0.00818,0.00156,-0.00064,0.00332,0.00226
124.169,-0.17278,-1.38566,2.28606,-2.30276,-1.76896,-0.02497,0.09627,0.13253,0.23080,1.00728,2.11583,3.63061,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03154,0.00817,0.00152,-0.00063,0.00334,0.00227
124.219,-0.17297,-1.38405,2.28382,-2.30231,-1.76896,-0.02526,0.09658,0.13303,0.23092,1.00728,2.11672,3.63169,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03152,0.00816,0.00148,-0.00063,0.00335,0.00228
124.271,-0.17315,-1.38244,2.28158,-2.30186,-1.76896,-0.02554,0.09689,0.13353,0.23104,1.00729,2.11761,3.63277,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03150,0.00815,0.00145,-0.00063,0.00337,0.00228
124.321,-0.17333,-1.38083,2.27933,-2.30142,-1.76896,-0.02582,0.09719,0.13403,0.23116,1.00729,2.11850,3.63385,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03148,0.00814,0.00141,-0.00062,0.00338,0.00229
124.372,-0.17352,-1.37922,2.27709,-2.30097,-1.76895,-0.02611,0.09749,0.13454,0.23128,1.00730,2.11939,3.63494,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03146,0.00813,0.00137,-0.00062,0.00340,0.00230
124.424,-0.17370,-1.37761,2.27485,-2.30052,-1.76895,-0.02639,0.09779,0.13504,0.23141,1.00730,2.12029,3.63603,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03144,0.00812,0.00133,-0.00061,0.00342,0.00231
124.474,-0.17391,-1.37568,2.27216,-2.29998,-1.76895,-0.02673,0.09815,0.13564,0.23156,1.00731,2.12137,3.63734,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03142,0.00811,0.00129,-0.00061,0.00343,0.00231
124.525,-0.17412,-1.37374,2.26947,-2.29945,-1.76895,-0.02706,0.09851,0.13625,0.23172,1.00731,2.12245,3.63865,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03139,0.00810,0.00124,-0.00061,0.00345,0.00232
124.576,-0.17430,-1.37213,2.26723,-2.29901,-1.76895,-0.02734,0.09880,0.13675,0.23185,1.00732,2.12336,3.63975,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03137,0.00809,0.00120,-0.00060,0.00347,0.00233
124.625,-0.17451,-1.37020,2.26455,-2.29848,-1.76894,-0.02767,0.09915,0.13735,0.23202,1.00732,2.12444,3.64106,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03135,0.00807,0.00116,-0.00060,0.00349,0.00234
124.676,-0.17472,-1.36827,2.26186,-2.29795,-1.76894,-0.02800,0.09950,0.13796,0.23218,1.00733,2.12554,3.64238,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03132,0.00806,0.00111,-0.00059,0.00351,0.00235
124.726,-0.17492,-1.36634,2.25918,-2.29742,-1.76893,-0.02833,0.09985,0.13856,0.23235,1.00733,2.12663,3.64371,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03130,0.00805,0.00107,-0.00059,0.00353,0.00236
124.777,-0.17509,-1.36473,2.25694,-2.29698,-1.76893,-0.02861,0.10014,0.13906,0.23249,1.00734,2.12754,3.64481,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03128,0.00804,0.00103,-0.00059,0.00354,0.00236
124.828,-0.17530,-1.36280,2.25425,-2.29645,-1.76893,-0.02894,0.10048,0.13966,0.23267,1.00734,2.12864,3.64614,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03125,0.00802,0.00099,-0.00058,0.00356,0.00237
124.880,-0.17550,-1.36087,2.25157,-2.29593,-1.76892,-0.02926,0.10082,0.14027,0.23285,1.00735,2.12975,3.64747,-0.05000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03123,0.00801,0.00094,-0.00058,0.00358,0.00238
