t,q0,q1,q2,q3,q4,q5,eig0,eig1,eig2,eig3,eig4,eig5,vcmd0,vcmd1,vcmd2,vcmd3,vcmd4,vcmd5,vreal0,vreal1,vreal2,vreal3,vreal4,vreal5
53.350,0.66038,-1.20048,2.06051,-2.24426,-1.58386,0.67477,0.12860,0.17331,0.25405,1.00837,2.27262,3.69549,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.401,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.451,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.502,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.553,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.605,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.655,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.707,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.757,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.808,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.859,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.910,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53.961,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.012,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.064,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.115,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.166,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.217,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.267,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.319,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.369,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.420,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.471,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.522,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.573,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.624,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.675,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.726,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.777,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.828,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.879,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.931,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54.982,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.032,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.083,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.134,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.185,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.236,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.287,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.338,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.389,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.440,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.491,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.542,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.593,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.645,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.696,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.747,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.798,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.849,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.900,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55.952,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.003,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.053,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.103,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.154,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.205,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.256,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.307,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.358,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.409,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.460,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.511,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.562,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.613,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.664,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.715,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.767,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.817,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.868,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.919,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56.970,0.66037,-1.20019,2.06056,-2.24454,-1.58386,0.67477,0.12860,0.17332,0.25406,1.00837,2.27262,3.69551,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00515,0.02809,0.00126,0.00390,-0.00252,-0.00369
57.021,0.66022,-1.20030,2.06071,-2.24457,-1.58389,0.67463,0.12859,0.17329,0.25402,1.00837,2.27255,3.69542,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00515,0.02809,0.00126,0.00390,-0.00252,-0.00369
57.072,0.65957,-1.20074,2.06135,-2.24469,-1.58403,0.67406,0.12857,0.17316,0.25390,1.00837,2.27223,3.69505,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00514,0.02808,0.00125,0.00390,-0.00252,-0.00370
57.123,0.65842,-1.20154,2.06247,-2.24489,-1.58427,0.67306,0.12853,0.17293,0.25368,1.00837,2.27167,3.69440,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00512,0.02807,0.00124,0.00390,-0.00251,-0.00371
57.174,0.65699,-1.20252,2.06386,-2.24514,-1.58457,0.67181,0.12848,0.17265,0.25342,1.00837,2.27099,3.69359,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00510,0.02806,0.00124,0.00389,-0.00251,-0.00372
57.225,0.65527,-1.20370,2.06553,-2.24544,-1.58493,0.67031,0.12841,0.17232,0.25310,1.00836,2.27016,3.69263,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00508,0.02804,0.00122,0.00389,-0.00250,-0.00374
57.276,0.65384,-1.20468,2.06692,-2.24569,-1.58523,0.66906,0.12836,0.17204,0.25283,1.00836,2.26947,3.69183,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00506,0.02803,0.00121,0.00388,-0.00250,-0.00376
57.327,0.65212,-1.20586,2.06858,-2.24599,-1.58559,0.66756,0.12829,0.17171,0.25251,1.00836,2.26865,3.69087,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00504,0.02801,0.00120,0.00387,-0.00249,-0.00377
57.378,0.65068,-1.20683,2.06996,-2.24624,-1.58589,0.66631,0.12823,0.17144,0.25225,1.00836,2.26797,3.69008,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00502,0.02800,0.00119,0.00387,-0.00249,-0.00379
57.429,0.64924,-1.20781,2.07134,-2.24649,-1.58619,0.66506,0.12817,0.17116,0.25199,1.00836,2.26729,3.68929,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00500,0.02798,0.00118,0.00386,-0.00248,-0.00380
57.480,0.64752,-1.20898,2.07300,-2.24679,-1.58656,0.66356,0.12810,0.17084,0.25168,1.00836,2.26647,3.68834,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00497,0.02797,0.00117,0.00386,-0.00248,-0.00382
57.530,0.64637,-1.20976,2.07410,-2.24699,-1.58680,0.66256,0.12805,0.17062,0.25147,1.00836,2.26593,3.68771,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00496,0.02796,0.00116,0.00385,-0.00247,-0.00383
57.581,0.64493,-1.21073,2.07547,-2.24724,-1.58710,0.66131,0.12799,0.17035,0.25122,1.00836,2.26525,3.68692,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00494,0.02794,0.00116,0.00385,-0.00247,-0.00385
57.633,0.64320,-1.21190,2.07711,-2.24754,-1.58747,0.65980,0.12791,0.17002,0.25091,1.00836,2.26444,3.68598,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00491,0.02792,0.00114,0.00384,-0.00246,-0.00386
57.683,0.64147,-1.21306,2.07876,-2.24784,-1.58783,0.65830,0.12783,0.16970,0.25061,1.00836,2.26363,3.68505,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00489,0.02790,0.00113,0.00384,-0.00245,-0.00388
57.735,0.64002,-1.21403,2.08012,-2.24809,-1.58814,0.65704,0.12776,0.16943,0.25035,1.00836,2.26296,3.68427,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00487,0.02789,0.00112,0.00383,-0.00245,-0.00390
57.786,0.63858,-1.21499,2.08149,-2.24834,-1.58844,0.65579,0.12769,0.16916,0.25010,1.00836,2.26229,3.68350,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00485,0.02787,0.00111,0.00383,-0.00245,-0.00391
57.837,0.63713,-1.21596,2.08285,-2.24859,-1.58875,0.65453,0.12762,0.16889,0.24985,1.00835,2.26162,3.68273,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00483,0.02786,0.00111,0.00382,-0.00244,-0.00392
57.887,0.63568,-1.21692,2.08420,-2.24883,-1.58905,0.65328,0.12755,0.16863,0.24960,1.00835,2.26096,3.68196,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00481,0.02784,0.00110,0.00382,-0.00244,-0.00394
57.938,0.63423,-1.21788,2.08556,-2.24908,-1.58936,0.65202,0.12748,0.16836,0.24936,1.00835,2.26029,3.68119,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00480,0.02783,0.00109,0.00381,-0.00243,-0.00395
57.988,0.63249,-1.21903,2.08719,-2.24938,-1.58973,0.65051,0.12739,0.16804,0.24906,1.00835,2.25950,3.68028,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00477,0.02781,0.00108,0.00381,-0.00243,-0.00397
58.040,0.63104,-1.21999,2.08854,-2.24963,-1.59004,0.64925,0.12732,0.16778,0.24882,1.00835,2.25883,3.67952,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00475,0.02779,0.00107,0.00380,-0.00242,-0.00398
58.091,0.62959,-1.22095,2.08988,-2.24988,-1.59035,0.64799,0.12724,0.16752,0.24858,1.00835,2.25817,3.67876,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00474,0.02778,0.00106,0.00380,-0.00242,-0.00400
58.141,0.62842,-1.22171,2.09096,-2.25008,-1.59059,0.64699,0.12718,0.16731,0.24839,1.00835,2.25765,3.67815,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00472,0.02776,0.00105,0.00379,-0.00241,-0.00401
58.193,0.62697,-1.22266,2.09231,-2.25033,-1.59090,0.64573,0.12710,0.16704,0.24815,1.00835,2.25699,3.67740,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00470,0.02775,0.00104,0.00379,-0.00241,-0.00402
58.243,0.62551,-1.22362,2.09365,-2.25057,-1.59121,0.64447,0.12702,0.16678,0.24791,1.00835,2.25633,3.67665,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00468,0.02773,0.00103,0.00378,-0.00240,-0.00404
58.294,0.62406,-1.22457,2.09499,-2.25082,-1.59152,0.64321,0.12694,0.16652,0.24767,1.00835,2.25568,3.67590,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00467,0.02772,0.00102,0.00378,-0.00240,-0.00405
58.345,0.62260,-1.22552,2.09632,-2.25107,-1.59184,0.64195,0.12686,0.16626,0.24744,1.00835,2.25502,3.67515,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00465,0.02770,0.00101,0.00378,-0.00239,-0.00407
58.396,0.62114,-1.22646,2.09766,-2.25132,-1.59215,0.64069,0.12678,0.16601,0.24720,1.00835,2.25437,3.67441,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00463,0.02768,0.00101,0.00377,-0.00239,-0.00408
58.447,0.61938,-1.22760,2.09926,-2.25161,-1.59252,0.63917,0.12668,0.16570,0.24692,1.00834,2.25359,3.67352,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00461,0.02766,0.00100,0.00377,-0.00238,-0.00410
58.498,0.61792,-1.22854,2.10059,-2.25186,-1.59283,0.63791,0.12659,0.16544,0.24669,1.00834,2.25294,3.67278,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00459,0.02765,0.00099,0.00376,-0.00238,-0.00411
58.549,0.61617,-1.22968,2.10218,-2.25216,-1.59321,0.63639,0.12648,0.16513,0.24642,1.00834,2.25217,3.67190,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00457,0.02762,0.00098,0.00376,-0.00237,-0.00413
58.599,0.61470,-1.23062,2.10350,-2.25241,-1.59352,0.63513,0.12640,0.16488,0.24619,1.00834,2.25152,3.67117,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00455,0.02761,0.00097,0.00375,-0.00237,-0.00414
58.650,0.61294,-1.23174,2.10509,-2.25270,-1.59390,0.63361,0.12629,0.16457,0.24592,1.00834,2.25075,3.67029,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00453,0.02759,0.00096,0.00375,-0.00236,-0.00416
58.700,0.61118,-1.23287,2.10667,-2.25300,-1.59428,0.63209,0.12618,0.16427,0.24565,1.00834,2.24998,3.66942,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00451,0.02757,0.00095,0.00374,-0.00236,-0.00417
58.751,0.60971,-1.23380,2.10798,-2.25324,-1.59459,0.63083,0.12609,0.16402,0.24543,1.00834,2.24934,3.66870,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00449,0.02755,0.00094,0.00374,-0.00235,-0.00419
58.802,0.60795,-1.23492,2.10956,-2.25354,-1.59497,0.62931,0.12597,0.16372,0.24516,1.00834,2.24858,3.66783,0.00000,0.05000,0.00000,0.00000,0.00000,0.00000,-0.00447,0.02753,0.00093,0.00373,-0.00235,-0.00420
